,loss,learning_rate,n_estimators,time,accuracy,precision,recall
0,log_loss,0.1,10,0.24406933784484863,0.8992101105845182,0.0,0.0
1,log_loss,0.1,20,0.4310176372528076,0.9052132701421801,0.6079545454545454,0.1677115987460815
2,log_loss,0.1,30,0.6012756824493408,0.9107424960505529,0.6181229773462783,0.2993730407523511
3,log_loss,0.1,40,0.759634256362915,0.9109004739336493,0.5948717948717949,0.36363636363636365
4,log_loss,0.1,50,0.9740481376647949,0.909952606635071,0.580952380952381,0.3824451410658307
5,log_loss,0.1,75,1.4894235134124756,0.9101105845181675,0.576837416481069,0.4059561128526646
6,log_loss,0.1,100,1.8765790462493896,0.9118483412322275,0.588495575221239,0.4169278996865204
7,log_loss,0.1,125,2.4247171878814697,0.9110584518167456,0.5835189309576837,0.4106583072100313
8,log_loss,0.1,150,2.861462354660034,0.9107424960505529,0.5816554809843401,0.40752351097178685
9,log_loss,0.1,200,3.766836166381836,0.9101105845181675,0.5775280898876405,0.40282131661442006
10,log_loss,0.1,250,4.722828388214111,0.9107424960505529,0.5816554809843401,0.40752351097178685
11,log_loss,0.1,300,5.63075852394104,0.9096366508688783,0.5739910313901345,0.4012539184952978
12,log_loss,0.1,350,6.569781064987183,0.9102685624012639,0.5777777777777777,0.40752351097178685
13,log_loss,0.1,400,7.487438201904297,0.9101105845181675,0.5764966740576497,0.40752351097178685
14,log_loss,0.1,500,9.504585266113281,0.9090047393364928,0.5682819383259912,0.4043887147335423
15,log_loss,0.5,10,0.19340777397155762,0.9088467614533965,0.5731414868105515,0.37460815047021945
16,log_loss,0.5,20,0.40328121185302734,0.9078988941548183,0.5601750547045952,0.4012539184952978
17,log_loss,0.5,30,0.5560557842254639,0.9085308056872038,0.5659955257270693,0.39655172413793105
18,log_loss,0.5,40,0.7700529098510742,0.9126382306477093,0.5977011494252874,0.40752351097178685
19,log_loss,0.5,50,0.9252448081970215,0.912954186413902,0.597752808988764,0.4169278996865204
20,log_loss,0.5,75,1.4200184345245361,0.9101105845181675,0.5789473684210527,0.39655172413793105
21,log_loss,0.5,100,1.8770368099212646,0.9105845181674566,0.5833333333333334,0.3949843260188088
22,log_loss,0.5,125,2.366387367248535,0.909478672985782,0.5733634311512416,0.3981191222570533
23,log_loss,0.5,150,2.795006036758423,0.9083728278041074,0.5633187772925764,0.4043887147335423
24,log_loss,0.5,200,3.7244248390197754,0.9075829383886256,0.5555555555555556,0.4153605015673981
25,log_loss,0.5,250,4.729292392730713,0.9071090047393365,0.5518672199170125,0.4169278996865204
26,log_loss,0.5,300,5.623713970184326,0.9066350710900474,0.5480572597137015,0.4200626959247649
27,log_loss,0.5,350,6.5620176792144775,0.906003159557662,0.5434343434343434,0.4216300940438871
28,log_loss,0.5,400,7.468921661376953,0.904739336492891,0.5341130604288499,0.42946708463949845
29,log_loss,0.5,500,9.389567136764526,0.9031595576619273,0.5243664717348928,0.4216300940438871
30,log_loss,1.0,10,0.19115567207336426,0.9041074249605056,0.5319587628865979,0.4043887147335423
31,log_loss,1.0,20,0.3635215759277344,0.904739336492891,0.5360824742268041,0.40752351097178685
32,log_loss,1.0,30,0.5648672580718994,0.9048973143759874,0.5375,0.4043887147335423
33,log_loss,1.0,40,0.7510955333709717,0.903001579778831,0.5239043824701195,0.4122257053291536
34,log_loss,1.0,50,0.9451096057891846,0.9037914691943127,0.5305263157894737,0.3949843260188088
35,log_loss,1.0,75,1.4133875370025635,0.9033175355450237,0.5270833333333333,0.39655172413793105
36,log_loss,1.0,100,1.8762235641479492,0.9015797788309636,0.5154639175257731,0.39184952978056425
37,log_loss,1.0,125,2.3485028743743896,0.8996840442338072,0.5029940119760479,0.3949843260188088
38,log_loss,1.0,150,2.856266498565674,0.8990521327014218,0.4990138067061144,0.39655172413793105
39,log_loss,1.0,200,3.714000701904297,0.8966824644549763,0.4846153846153846,0.3949843260188088
40,log_loss,1.0,250,4.697720527648926,0.8968404423380727,0.48554913294797686,0.3949843260188088
41,log_loss,1.0,300,5.6064887046813965,0.8938388625592417,0.4674329501915709,0.3824451410658307
42,log_loss,1.0,350,6.603737115859985,0.8949447077409163,0.4740882917466411,0.3871473354231975
43,log_loss,1.0,400,7.4541826248168945,0.8946287519747236,0.4726930320150659,0.3934169278996865
44,log_loss,1.0,500,9.33169674873352,0.8932069510268562,0.4640151515151515,0.384012539184953
45,log_loss,3.0,10,0.19670486450195312,0.2093206951026856,0.085752229178524,0.7084639498432602
46,log_loss,3.0,20,0.39602088928222656,0.2093206951026856,0.085752229178524,0.7084639498432602
47,log_loss,3.0,30,0.6004266738891602,0.2093206951026856,0.085752229178524,0.7084639498432602
48,log_loss,3.0,40,0.7927238941192627,0.2093206951026856,0.085752229178524,0.7084639498432602
49,log_loss,3.0,50,0.9760990142822266,0.2093206951026856,0.085752229178524,0.7084639498432602
50,log_loss,3.0,75,1.4691791534423828,0.2093206951026856,0.085752229178524,0.7084639498432602
51,log_loss,3.0,100,1.9882898330688477,0.2093206951026856,0.085752229178524,0.7084639498432602
52,log_loss,3.0,125,2.4696204662323,0.2093206951026856,0.085752229178524,0.7084639498432602
53,log_loss,3.0,150,2.9380545616149902,0.2093206951026856,0.085752229178524,0.7084639498432602
54,log_loss,3.0,200,3.9395692348480225,0.2093206951026856,0.085752229178524,0.7084639498432602
55,log_loss,3.0,250,4.928756475448608,0.2093206951026856,0.085752229178524,0.7084639498432602
56,log_loss,3.0,300,5.917944431304932,0.2093206951026856,0.085752229178524,0.7084639498432602
57,log_loss,3.0,350,6.875643968582153,0.2093206951026856,0.085752229178524,0.7084639498432602
58,log_loss,3.0,400,7.865280628204346,0.2093206951026856,0.085752229178524,0.7084639498432602
59,log_loss,3.0,500,9.854249715805054,0.2093206951026856,0.085752229178524,0.7084639498432602
60,deviance,0.1,10,0.1958932876586914,0.8992101105845182,0.0,0.0
61,deviance,0.1,20,0.3876490592956543,0.9052132701421801,0.6079545454545454,0.1677115987460815
62,deviance,0.1,30,0.5946590900421143,0.9107424960505529,0.6181229773462783,0.2993730407523511
63,deviance,0.1,40,0.7385978698730469,0.9109004739336493,0.5948717948717949,0.36363636363636365
64,deviance,0.1,50,0.9435813426971436,0.9097946287519747,0.5799522673031027,0.38087774294670845
65,deviance,0.1,75,1.4262988567352295,0.9101105845181675,0.576837416481069,0.4059561128526646
66,deviance,0.1,100,1.867182970046997,0.9118483412322275,0.588495575221239,0.4169278996865204
67,deviance,0.1,125,2.342771053314209,0.9112164296998421,0.5844444444444444,0.4122257053291536
68,deviance,0.1,150,2.81203293800354,0.9107424960505529,0.5816554809843401,0.40752351097178685
69,deviance,0.1,200,3.863222599029541,0.9101105845181675,0.5775280898876405,0.40282131661442006
70,deviance,0.1,250,4.669071674346924,0.9107424960505529,0.5816554809843401,0.40752351097178685
71,deviance,0.1,300,5.649371862411499,0.909952606635071,0.5762331838565022,0.40282131661442006
72,deviance,0.1,350,6.556410789489746,0.9101105845181675,0.576837416481069,0.4059561128526646
73,deviance,0.1,400,7.491254568099976,0.9102685624012639,0.5777777777777777,0.40752351097178685
74,deviance,0.1,500,9.322238445281982,0.9093206951026856,0.5704845814977973,0.4059561128526646
75,deviance,0.5,10,0.19806909561157227,0.9088467614533965,0.5731414868105515,0.37460815047021945
76,deviance,0.5,20,0.38240957260131836,0.9077409162717219,0.5589519650655022,0.4012539184952978
77,deviance,0.5,30,0.5704364776611328,0.9085308056872038,0.5659955257270693,0.39655172413793105
78,deviance,0.5,40,0.7626035213470459,0.9126382306477093,0.5977011494252874,0.40752351097178685
79,deviance,0.5,50,0.9484395980834961,0.9127962085308057,0.5968468468468469,0.4153605015673981
80,deviance,0.5,75,1.4124364852905273,0.9102685624012639,0.5799086757990868,0.3981191222570533
81,deviance,0.5,100,1.857804536819458,0.9104265402843602,0.581986143187067,0.3949843260188088
82,deviance,0.5,125,2.360114336013794,0.9096366508688783,0.5746606334841629,0.3981191222570533
83,deviance,0.5,150,2.7976160049438477,0.9082148499210111,0.562363238512035,0.40282131661442006
84,deviance,0.5,200,3.7620315551757812,0.9077409162717219,0.5569620253164557,0.41379310344827586
85,deviance,0.5,250,4.705064296722412,0.9066350710900474,0.5484536082474227,0.4169278996865204
86,deviance,0.5,300,5.615965127944946,0.906003159557662,0.5437881873727087,0.41849529780564265
87,deviance,0.5,350,6.63970422744751,0.9061611374407583,0.5445344129554656,0.4216300940438871
88,deviance,0.5,400,7.625936269760132,0.9045813586097946,0.5330739299610895,0.42946708463949845
89,deviance,0.5,500,9.382813453674316,0.9036334913112164,0.5272373540856031,0.42476489028213166
90,deviance,1.0,10,0.1941845417022705,0.9041074249605056,0.5319587628865979,0.4043887147335423
91,deviance,1.0,20,0.3659799098968506,0.904739336492891,0.5360824742268041,0.40752351097178685
92,deviance,1.0,30,0.5806787014007568,0.9048973143759874,0.5375,0.4043887147335423
93,deviance,1.0,40,0.774296760559082,0.903001579778831,0.5239043824701195,0.4122257053291536
94,deviance,1.0,50,0.9213423728942871,0.9037914691943127,0.5305263157894737,0.3949843260188088
95,deviance,1.0,75,1.4553062915802002,0.9031595576619273,0.525987525987526,0.39655172413793105
96,deviance,1.0,100,1.8530669212341309,0.9015797788309636,0.5154639175257731,0.39184952978056425
97,deviance,1.0,125,2.3636205196380615,0.8996840442338072,0.5029940119760479,0.3949843260188088
98,deviance,1.0,150,2.826237678527832,0.8988941548183255,0.49803149606299213,0.39655172413793105
99,deviance,1.0,200,3.878340005874634,0.8966824644549763,0.4846153846153846,0.3949843260188088
100,deviance,1.0,250,4.829772710800171,0.8965244865718799,0.4835589941972921,0.39184952978056425
101,deviance,1.0,300,5.680225372314453,0.8939968404423381,0.46833013435700577,0.3824451410658307
102,deviance,1.0,350,6.555664539337158,0.895260663507109,0.47591522157996147,0.3871473354231975
103,deviance,1.0,400,7.493138551712036,0.8946287519747236,0.4726930320150659,0.3934169278996865
104,deviance,1.0,500,9.702603578567505,0.8932069510268562,0.4640151515151515,0.384012539184953
105,deviance,3.0,10,0.2434079647064209,0.2093206951026856,0.085752229178524,0.7084639498432602
106,deviance,3.0,20,0.39269065856933594,0.2093206951026856,0.085752229178524,0.7084639498432602
107,deviance,3.0,30,0.6127240657806396,0.2093206951026856,0.085752229178524,0.7084639498432602
108,deviance,3.0,40,0.7915716171264648,0.2093206951026856,0.085752229178524,0.7084639498432602
109,deviance,3.0,50,1.0667212009429932,0.2093206951026856,0.085752229178524,0.7084639498432602
110,deviance,3.0,75,1.4798405170440674,0.2093206951026856,0.085752229178524,0.7084639498432602
111,deviance,3.0,100,1.9625837802886963,0.2093206951026856,0.085752229178524,0.7084639498432602
112,deviance,3.0,125,2.4773805141448975,0.2093206951026856,0.085752229178524,0.7084639498432602
113,deviance,3.0,150,2.976691484451294,0.2093206951026856,0.085752229178524,0.7084639498432602
114,deviance,3.0,200,3.909717559814453,0.2093206951026856,0.085752229178524,0.7084639498432602
115,deviance,3.0,250,4.900096893310547,0.2093206951026856,0.085752229178524,0.7084639498432602
116,deviance,3.0,300,5.94132924079895,0.2093206951026856,0.085752229178524,0.7084639498432602
117,deviance,3.0,350,6.859772205352783,0.2093206951026856,0.085752229178524,0.7084639498432602
118,deviance,3.0,400,7.83464503288269,0.2093206951026856,0.085752229178524,0.7084639498432602
119,deviance,3.0,500,10.029003858566284,0.2093206951026856,0.085752229178524,0.7084639498432602
120,exponential,0.1,10,0.17685222625732422,0.8992101105845182,0.0,0.0
121,exponential,0.1,20,0.38236451148986816,0.9001579778830964,0.5714285714285714,0.03761755485893417
122,exponential,0.1,30,0.5804648399353027,0.9078988941548183,0.6354679802955665,0.20219435736677116
123,exponential,0.1,40,0.75380539894104,0.9107424960505529,0.6151419558359621,0.3056426332288401
124,exponential,0.1,50,0.956165075302124,0.9102685624012639,0.5925925925925926,0.3510971786833856
125,exponential,0.1,75,1.384033203125,0.9115323854660348,0.5902777777777778,0.3996865203761755
126,exponential,0.1,100,1.8838074207305908,0.9126382306477093,0.5950782997762863,0.4169278996865204
127,exponential,0.1,125,2.332458019256592,0.9135860979462875,0.6004415011037527,0.4263322884012539
128,exponential,0.1,150,2.835909605026245,0.9127962085308057,0.5947136563876652,0.4231974921630094
129,exponential,0.1,200,3.7525863647460938,0.9104265402843602,0.5783664459161147,0.4106583072100313
130,exponential,0.1,250,4.668575048446655,0.9107424960505529,0.5798687089715536,0.4153605015673981
131,exponential,0.1,300,5.59467625617981,0.9102685624012639,0.5760869565217391,0.4153605015673981
132,exponential,0.1,350,6.500638961791992,0.9107424960505529,0.578494623655914,0.4216300940438871
133,exponential,0.1,400,7.453709840774536,0.9116903633491311,0.5842217484008528,0.42946708463949845
134,exponential,0.1,500,9.297514915466309,0.9107424960505529,0.5771670190274841,0.4278996865203762
135,exponential,0.5,10,0.21596240997314453,0.909478672985782,0.5757575757575758,0.3871473354231975
136,exponential,0.5,20,0.3634371757507324,0.9105845181674566,0.5782608695652174,0.4169278996865204
137,exponential,0.5,30,0.5694804191589355,0.9105845181674566,0.579295154185022,0.4122257053291536
138,exponential,0.5,40,0.7357335090637207,0.9097946287519747,0.5742793791574279,0.4059561128526646
139,exponential,0.5,50,0.9570229053497314,0.9097946287519747,0.5733041575492341,0.4106583072100313
140,exponential,0.5,75,1.3907387256622314,0.9096366508688783,0.569327731092437,0.42476489028213166
141,exponential,0.5,100,1.9646615982055664,0.9113744075829384,0.5810526315789474,0.43260188087774293
142,exponential,0.5,125,2.3425161838531494,0.9112164296998421,0.578838174273859,0.4373040752351097
143,exponential,0.5,150,2.7992072105407715,0.9101105845181675,0.5714285714285714,0.43260188087774293
144,exponential,0.5,200,3.6991329193115234,0.9090047393364928,0.5622489959839357,0.438871473354232
145,exponential,0.5,250,4.689602375030518,0.9071090047393365,0.5512295081967213,0.4216300940438871
146,exponential,0.5,300,5.589122772216797,0.9067930489731437,0.548,0.42946708463949845
147,exponential,0.5,350,6.506835699081421,0.9071090047393365,0.5504032258064516,0.4278996865203762
148,exponential,0.5,400,7.445718288421631,0.9052132701421801,0.5378486055776892,0.4231974921630094
149,exponential,0.5,500,9.535391569137573,0.906477093206951,0.546,0.4278996865203762
150,exponential,1.0,10,0.1997356414794922,0.90347551342812,0.5263157894736842,0.4231974921630094
151,exponential,1.0,20,0.3697521686553955,0.9018957345971564,0.5168986083499006,0.40752351097178685
152,exponential,1.0,30,0.569188117980957,0.9025276461295418,0.5203883495145631,0.4200626959247649
153,exponential,1.0,40,0.7430648803710938,0.9031595576619273,0.5238095238095238,0.43103448275862066
154,exponential,1.0,50,0.9271852970123291,0.9028436018957346,0.5219047619047619,0.42946708463949845
155,exponential,1.0,75,1.3939645290374756,0.9018957345971564,0.5166340508806262,0.41379310344827586
156,exponential,1.0,100,1.8875453472137451,0.9025276461295418,0.5202312138728323,0.4231974921630094
157,exponential,1.0,125,2.3178746700286865,0.9011058451816746,0.5119047619047619,0.4043887147335423
158,exponential,1.0,150,2.804908275604248,0.9011058451816746,0.5115830115830116,0.4153605015673981
159,exponential,1.0,200,3.739846706390381,0.9011058451816746,0.5111111111111111,0.43260188087774293
160,exponential,1.0,250,4.722349405288696,0.9012638230647709,0.51183970856102,0.44043887147335425
161,exponential,1.0,300,5.581317186355591,0.9001579778830964,0.5054151624548736,0.438871473354232
162,exponential,1.0,350,6.616521120071411,0.9007898894154819,0.5089285714285714,0.44670846394984326
163,exponential,1.0,400,7.489478349685669,0.9015797788309636,0.5133214920071048,0.45297805642633227
164,exponential,1.0,500,9.444200277328491,0.8993680884676145,0.5009009009009009,0.43573667711598746
165,exponential,3.0,10,0.18030619621276855,0.7099526066350711,0.16272522522522523,0.45297805642633227
166,exponential,3.0,20,0.36342597007751465,0.7229067930489731,0.16666666666666666,0.4373040752351097
167,exponential,3.0,30,0.5742700099945068,0.722432859399684,0.16597014925373135,0.43573667711598746
168,exponential,3.0,40,0.751009464263916,0.722432859399684,0.16597014925373135,0.43573667711598746
169,exponential,3.0,50,0.9588775634765625,0.722432859399684,0.16597014925373135,0.43573667711598746
170,exponential,3.0,75,1.4107410907745361,0.8679304897314376,0.37404580152671757,0.4608150470219436
171,exponential,3.0,100,1.8994836807250977,0.7218009478672985,0.16636957813428402,0.438871473354232
172,exponential,3.0,125,2.3762454986572266,0.8679304897314376,0.37404580152671757,0.4608150470219436
173,exponential,3.0,150,2.8348536491394043,0.7218009478672985,0.16636957813428402,0.438871473354232
174,exponential,3.0,200,3.7867956161499023,0.7218009478672985,0.16636957813428402,0.438871473354232
175,exponential,3.0,250,4.704891920089722,0.7218009478672985,0.16636957813428402,0.438871473354232
176,exponential,3.0,300,5.666890859603882,0.7218009478672985,0.16636957813428402,0.438871473354232
177,exponential,3.0,350,6.6590025424957275,0.7218009478672985,0.16636957813428402,0.438871473354232
178,exponential,3.0,400,7.588109254837036,0.7218009478672985,0.16636957813428402,0.438871473354232
179,exponential,3.0,500,9.479592323303223,0.7218009478672985,0.16636957813428402,0.438871473354232
